question,retrieved_ids
How many active patents did ExxonMobil hold worldwide at the end of 2023?,"['be6198fe478023a55cef6015b4daf390', 'b1839645fe853f78592ae9c734a47d8f', 'ba8ba260ea100ba9aa353edafa509bc2', '599c676afb8b059a254269830fc3ba17', '6a0636ea1696c344edb8995b1e80e2b4', '6fc13d7013e58cdbd2be169fadf54ef3', '87b7499bb136141db53c3d87a43d8809', 'f964093e1725783471849a32aae41a43', 'fc9599c41e8427529292169bf74bc3ea', 'ab378da07a19a9f4d8611de63ad29343']"
What is the number of regular employees at ExxonMobil for each year from 2021 to 2023?,"['9a1d6e98bb78a4f656e5f44162b48e98', 'c8fedaa94a66799b0efcfccf73213c8f', '78e780bb5b1eb000ea27d09580389d5d', 'f964093e1725783471849a32aae41a43', 'b859dafab5f93803cc00547adb924202', '6852b4b92ba3c61031a8eaa5f9c10e63', '9696c43453f845b46d6245997249edbf', '6fc13d7013e58cdbd2be169fadf54ef3', '4ee4f179150165c624a7e2767e79e448', 'da47f94e41b68fbe9d4641e8e0bbb826']"
"What potential risks might affect ExxonMobil's capital expenditures, earnings, and competitive position?","['b8e42aba704c7001783ec8d0cbd284c6', '82a2103ad5a65eb2510cfa0607faa12e', '5f4ffe4a2c93b0f4890e026521f23303', '61b7094d8743b2de46a6e8bbafb89ee4', '57cba08a13dbd6e4c8d190cb962c1697', '8bf3441df4b8e334dfe454aa4a2a918c', 'f34a22efdb467b02c6c0036587547170', '2c20bebede173e2c0752ef0a62aa0aef', '4ae088ad24bd4ad15315c1d9aba324a0', '741f3ca6d6e8fafcd64d3e1aea094cd0']"
What information is available on ExxonMobil's website?,"['5f4ffe4a2c93b0f4890e026521f23303', 'be6198fe478023a55cef6015b4daf390', '9ccec77900661dc5ec5f553756f68d9f', '6fc13d7013e58cdbd2be169fadf54ef3', '579fac7ece8dcf14d697b7bf3c403ef6', 'c1ef046ddc342fa7b8b455a076edee2f', '4ae088ad24bd4ad15315c1d9aba324a0', '04b4340654bf871b974ee50aa7f741a6', '79b61b7c99fd1e2543d7eb4171bfed31', '04091e60f05b183832d22925f7cc8a36']"
Where can one find ExxonMobil's annual report on Form 10-K?,"['5f4ffe4a2c93b0f4890e026521f23303', '8a4eb7396a0ff4268c083c7f2b4e3e06', '4f26657a21944e4d6857b30607121db6', '6fc13d7013e58cdbd2be169fadf54ef3', '090d272fd9af4cd52d40405994af29c7', '07af953767dff2c699b3e7c150f1fe03', 'ac77a8f6fcb6dafb2aa48c6425d4e336', '8f2a842c9a31c9538f7c95e540f82b17', '10982f6a0008dfa086cd91f90df940e7', 'ad35c047c16eb60329eaa39418be73d4']"
What factors can affect ExxonMobil's operations and earnings?,"['b8e42aba704c7001783ec8d0cbd284c6', '2c20bebede173e2c0752ef0a62aa0aef', '61b7094d8743b2de46a6e8bbafb89ee4', '82a2103ad5a65eb2510cfa0607faa12e', '8765e9054c74f3423f4dca7b005832b1', '4ae088ad24bd4ad15315c1d9aba324a0', '5f4ffe4a2c93b0f4890e026521f23303', 'be6198fe478023a55cef6015b4daf390', '8bf3441df4b8e334dfe454aa4a2a918c', 'c1ef046ddc342fa7b8b455a076edee2f']"
How can a decline or increase in oil or natural gas prices impact ExxonMobil's business?,"['2c20bebede173e2c0752ef0a62aa0aef', 'b8e42aba704c7001783ec8d0cbd284c6', '8bf3441df4b8e334dfe454aa4a2a918c', '00f1cbd191e83584b8977696fcfd9092', '8765e9054c74f3423f4dca7b005832b1', 'dfb272d94ff1701eef4afb1118d57780', 'e84c43868516d717df375612722ffed9', 'c3462e907c59462126c92f836ce8b469', '82a2103ad5a65eb2510cfa0607faa12e', '61b7094d8743b2de46a6e8bbafb89ee4']"
What are some potential economic factors that can impact ExxonMobil's results?,"['b8e42aba704c7001783ec8d0cbd284c6', 'dfb272d94ff1701eef4afb1118d57780', '61b7094d8743b2de46a6e8bbafb89ee4', '2c20bebede173e2c0752ef0a62aa0aef', '8765e9054c74f3423f4dca7b005832b1', '8bf3441df4b8e334dfe454aa4a2a918c', '82a2103ad5a65eb2510cfa0607faa12e', 'be6198fe478023a55cef6015b4daf390', '13428231cbd0074b31fe7a74bfa10ac9', '96e0ea765ce28d3b7d692f9f73f0e4ff']"
Can you list some events or conditions that can impair the functioning of financial markets and institutions?,"['96e0ea765ce28d3b7d692f9f73f0e4ff', '632975815aac1843979ae15b23609a79', 'ca67696214c6be286e3055115175212c', '24764730a8c8291b2f886bf29c51e22f', '8b3c9925cc94b1039ba0f07240a5fd7d', '723236b27bd623e040333d705334e94c', '1359d36e7db34a3bca32f7cc1c9bf148', '5cc081ada6e6a13d19f906ca7abc874a', 'dfb272d94ff1701eef4afb1118d57780', '9aba4d0c836036b3d9ae62b72ca26ee0']"
What are some potential causes of public health epidemics?,"['20a4056515f7a535d60bff4eae6fce0a', '7a7da204e62b74192a817835343cb15e', '81365177c47233c6f58bd730317782c4', '24764730a8c8291b2f886bf29c51e22f', '632975815aac1843979ae15b23609a79', '1359d36e7db34a3bca32f7cc1c9bf148', '99fce582b9a2a745e6bc015a9f3426dc', 'dfb272d94ff1701eef4afb1118d57780', 'bcf5e8f9c3372b1c0f2f4837d9268d8f', '07e369e4274d08cebadaff6dba07fada']"
How do governments typically respond to a public health epidemic?,"['20a4056515f7a535d60bff4eae6fce0a', '7a7da204e62b74192a817835343cb15e', 'f9cc9ef5d3fab4ef0ea0d9a600a7b16b', '81365177c47233c6f58bd730317782c4', '72580e7f74bd8cc593ebe04adebf2ae7', 'dfb272d94ff1701eef4afb1118d57780', '24764730a8c8291b2f886bf29c51e22f', '1359d36e7db34a3bca32f7cc1c9bf148', '632975815aac1843979ae15b23609a79', '4522f3da57f795c44c95a31d0e65424c']"
"What are some factors that can impact the demand for oil, gas, petrochemicals, or other energy-related products?","['dabd0aaf4b47e183ea5872185a5f8035', '2c20bebede173e2c0752ef0a62aa0aef', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'dfb272d94ff1701eef4afb1118d57780', 'ea4dd22b716af78b061fc81575c7fb29', 'cbff77c653b93446077ec9481246a2ad', '8765e9054c74f3423f4dca7b005832b1', '96e0ea765ce28d3b7d692f9f73f0e4ff', '7a0cc2fcb3a3fadf44de876bb1684404', 'a463e338b9bcbade57d6d4ed41a29b0d']"
"How might changes in consumer preferences affect the demand for oil, gas, petrochemicals, or other energy-related products?","['dabd0aaf4b47e183ea5872185a5f8035', '2c20bebede173e2c0752ef0a62aa0aef', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'ea4dd22b716af78b061fc81575c7fb29', 'dfb272d94ff1701eef4afb1118d57780', 'fb09f2b494c8d465d5a3f8fe10ee8ba6', 'a463e338b9bcbade57d6d4ed41a29b0d', '7a0cc2fcb3a3fadf44de876bb1684404', '60b69c3f50cff2521c7da1c069ff8872', 'cbff77c653b93446077ec9481246a2ad']"
What factors can affect commodity prices?,"['4035f559e55e3f9ed08ee4ec0ff9bdd0', 'b8e42aba704c7001783ec8d0cbd284c6', 'ec0ad254a194a160f6bf82cbb6b1aa83', 'dabd0aaf4b47e183ea5872185a5f8035', 'ea4dd22b716af78b061fc81575c7fb29', '96e0ea765ce28d3b7d692f9f73f0e4ff', '2c20bebede173e2c0752ef0a62aa0aef', '99fce582b9a2a745e6bc015a9f3426dc', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', '7bf351c8c036dc0e5f3f7f6fbe52f61b']"
"How can technological change impact the costs of finding, producing, and refining oil and gas?","['2c20bebede173e2c0752ef0a62aa0aef', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'ea4dd22b716af78b061fc81575c7fb29', 'dabd0aaf4b47e183ea5872185a5f8035', 'a463e338b9bcbade57d6d4ed41a29b0d', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', 'ac0c005576f6cee5b7c5e8813f200cf6', '741f3ca6d6e8fafcd64d3e1aea094cd0', 'e84c43868516d717df375612722ffed9', 'c3462e907c59462126c92f836ce8b469']"
What are some potential negative impacts that ExxonMobil's business results could be exposed to?,"['b8e42aba704c7001783ec8d0cbd284c6', '61b7094d8743b2de46a6e8bbafb89ee4', '2c20bebede173e2c0752ef0a62aa0aef', '98081897b48e804bb2f4df7d294a7e26', '8765e9054c74f3423f4dca7b005832b1', 'f34a22efdb467b02c6c0036587547170', 'a054408a3ed8099ac60b4ee76f211965', '5f4ffe4a2c93b0f4890e026521f23303', 'dfb272d94ff1701eef4afb1118d57780', '579fac7ece8dcf14d697b7bf3c403ef6']"
How might market factors indirectly impact ExxonMobil's results?,"['b8e42aba704c7001783ec8d0cbd284c6', '61b7094d8743b2de46a6e8bbafb89ee4', '2c20bebede173e2c0752ef0a62aa0aef', '8765e9054c74f3423f4dca7b005832b1', '13428231cbd0074b31fe7a74bfa10ac9', '5f4ffe4a2c93b0f4890e026521f23303', '4ae088ad24bd4ad15315c1d9aba324a0', '82a2103ad5a65eb2510cfa0607faa12e', 'dfb272d94ff1701eef4afb1118d57780', '8bf3441df4b8e334dfe454aa4a2a918c']"
What are some potential risks to ExxonMobil's operations due to government and political factors?,"['8765e9054c74f3423f4dca7b005832b1', 'dfb272d94ff1701eef4afb1118d57780', '98081897b48e804bb2f4df7d294a7e26', 'b8e42aba704c7001783ec8d0cbd284c6', '5f4ffe4a2c93b0f4890e026521f23303', 'c5ca02eb61234b9c7463f9960a9f00d0', '61b7094d8743b2de46a6e8bbafb89ee4', '841d54d4eebe059f9d97e02de6c6f2b7', 'bff547e49b901057869a3a31595bae67', '2c20bebede173e2c0752ef0a62aa0aef']"
How do government policies and regulations affect ExxonMobil's ability to produce and export oil and gas?,"['8765e9054c74f3423f4dca7b005832b1', '2c20bebede173e2c0752ef0a62aa0aef', 'c5ca02eb61234b9c7463f9960a9f00d0', 'be6198fe478023a55cef6015b4daf390', 'dfb272d94ff1701eef4afb1118d57780', '13428231cbd0074b31fe7a74bfa10ac9', '8bf3441df4b8e334dfe454aa4a2a918c', 'b8e42aba704c7001783ec8d0cbd284c6', '841d54d4eebe059f9d97e02de6c6f2b7', '672b1613e0b8cdb0ca60d3856bf1cc57']"
What risks do companies face when operating in countries with underdeveloped legal systems?,"['bff547e49b901057869a3a31595bae67', '4522f3da57f795c44c95a31d0e65424c', '8b3c9925cc94b1039ba0f07240a5fd7d', '951d70cd83557db80007dd31302dbec1', '652a2763c36346d589f34441c6c2fea6', '1fbf778d62019eadf36d0077b4c47a75', '3db764c87a49f6045de94112561c1359', '693b51d97b375e220bb0623a461121a5', 'd9cf378892b4c8454f376464c4aa6f59', 'bcf5e8f9c3372b1c0f2f4837d9268d8f']"
How can agreements mitigate some of the risks associated with operating in countries with evolving standards?,"['8b3c9925cc94b1039ba0f07240a5fd7d', 'bff547e49b901057869a3a31595bae67', '652a2763c36346d589f34441c6c2fea6', '3db764c87a49f6045de94112561c1359', '1fbf778d62019eadf36d0077b4c47a75', '693b51d97b375e220bb0623a461121a5', '951d70cd83557db80007dd31302dbec1', 'bcf5e8f9c3372b1c0f2f4837d9268d8f', '4522f3da57f795c44c95a31d0e65424c', 'd9cf378892b4c8454f376464c4aa6f59']"
What are some potential risks facing oil and gas companies due to changes in government policies?,"['a463e338b9bcbade57d6d4ed41a29b0d', '8765e9054c74f3423f4dca7b005832b1', '1fbf778d62019eadf36d0077b4c47a75', 'ea4dd22b716af78b061fc81575c7fb29', '60b69c3f50cff2521c7da1c069ff8872', 'bff547e49b901057869a3a31595bae67', '841d54d4eebe059f9d97e02de6c6f2b7', '4522f3da57f795c44c95a31d0e65424c', 'dfb272d94ff1701eef4afb1118d57780', '2c20bebede173e2c0752ef0a62aa0aef']"
How might regulatory actions affect the business strategy and returns of an oil and gas company?,"['2c20bebede173e2c0752ef0a62aa0aef', 'a463e338b9bcbade57d6d4ed41a29b0d', '8765e9054c74f3423f4dca7b005832b1', 'ea4dd22b716af78b061fc81575c7fb29', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', 'ac0c005576f6cee5b7c5e8813f200cf6', 'e84c43868516d717df375612722ffed9', 'c3462e907c59462126c92f836ce8b469', 'e68b206269f6cbfb147181cef5f285f3', '4ae088ad24bd4ad15315c1d9aba324a0']"
What are some potential legal risks associated with business operations?,"['4522f3da57f795c44c95a31d0e65424c', '8b3c9925cc94b1039ba0f07240a5fd7d', '5c83911e165f66b2a447779e4f20954f', '146e4bbadbf200ece97de7fed572d3ee', '652a2763c36346d589f34441c6c2fea6', '1fbf778d62019eadf36d0077b4c47a75', 'd9cf378892b4c8454f376464c4aa6f59', '3db764c87a49f6045de94112561c1359', '693b51d97b375e220bb0623a461121a5', '60cf90a4a7c7d3cb3f761a39cb60ab9d']"
How might governments impact business operations?,"['f9cc9ef5d3fab4ef0ea0d9a600a7b16b', '8b3c9925cc94b1039ba0f07240a5fd7d', '8765e9054c74f3423f4dca7b005832b1', '4522f3da57f795c44c95a31d0e65424c', 'ec0ad254a194a160f6bf82cbb6b1aa83', 'a463e338b9bcbade57d6d4ed41a29b0d', 'e68b206269f6cbfb147181cef5f285f3', 'b10f1d1ac1af25a7f5d19308b0d2292d', '2c6bb2b8097bc75b2d378066a873eb87', 'fed1628c50eafb4bb3606651780679e2']"
What are some potential risks that your business might face due to litigation in countries like the United States?,"['8b3c9925cc94b1039ba0f07240a5fd7d', '4522f3da57f795c44c95a31d0e65424c', '1fbf778d62019eadf36d0077b4c47a75', '3db764c87a49f6045de94112561c1359', '652a2763c36346d589f34441c6c2fea6', 'bff547e49b901057869a3a31595bae67', '693b51d97b375e220bb0623a461121a5', 'd9cf378892b4c8454f376464c4aa6f59', '951d70cd83557db80007dd31302dbec1', 'd8e7ba040692b335f9b3d857c456634b']"
"How might your business be affected by security concerns such as civil unrest, acts of sabotage or terrorism, cybersecurity attacks, or national security laws or policies?","['1fbf778d62019eadf36d0077b4c47a75', '98081897b48e804bb2f4df7d294a7e26', 'a75ac43e6a3e98d561eb290ab3dcb30d', '7ebbdbb91b1230f83e216a7df95b5b78', 'dd874653abf1e53d348fe7c76f1771a4', '3d70388c79d7c1843ee8b947a71646e7', '3449384bbdeb9995b1c5260f86b509dd', '51277b8d162c5018df3af0bf7156ec8e', '632975815aac1843979ae15b23609a79', 'ba5d737c5238a2ab8c8a87acd3ad6b1a']"
What are some regulatory frameworks adopted by countries to reduce greenhouse gas emissions?,"['504fa4eb8013d6a28b787f9c1a8f910a', 'cc4a883bd719526d41c57c920215b769', 'daae8c69180ce2bd01778c73f4dcbd8e', 'ba8f94290fb1e7c5b9679bb7f5ba5435', '60b69c3f50cff2521c7da1c069ff8872', 'ec08c5d1320449e698b3558d37b666c8', 'e5b858bc754bf61e4aec5c1684d795da', 'fa5401c9102c624b61bbc46f742feb38', 'a996d8b78cc68be875cc8fb4a37c1c38', 'e40aba58b530ac34d47455df081c8be3']"
What does 'net zero' mean in terms of greenhouse gas emissions?,"['daae8c69180ce2bd01778c73f4dcbd8e', 'cc4a883bd719526d41c57c920215b769', 'e5b858bc754bf61e4aec5c1684d795da', '3d5724f7294146c16951e2d14e2822be', '504fa4eb8013d6a28b787f9c1a8f910a', '49ec2dd9e17228804aa3de4d4dc617d8', 'a996d8b78cc68be875cc8fb4a37c1c38', 'fa5401c9102c624b61bbc46f742feb38', '841d54d4eebe059f9d97e02de6c6f2b7', '2bb20a4aacdd27eb93d4d089129e88e6']"
What are the potential risks associated with the transition to a net-zero energy system?,"['841d54d4eebe059f9d97e02de6c6f2b7', 'daae8c69180ce2bd01778c73f4dcbd8e', 'a996d8b78cc68be875cc8fb4a37c1c38', '1fbf778d62019eadf36d0077b4c47a75', '60b69c3f50cff2521c7da1c069ff8872', '0b22613b1119a4b626f64c411d591b57', '49ec2dd9e17228804aa3de4d4dc617d8', '3d5724f7294146c16951e2d14e2822be', '169ebd6d5e5244d02e1822f5bea2f31f', '4dd94674b9af08dd9c5e84cf3df2fdc8']"
How does ExxonMobil plan to capitalize on its competitive strengths during the energy transition?,"['841d54d4eebe059f9d97e02de6c6f2b7', '672b1613e0b8cdb0ca60d3856bf1cc57', '00f1cbd191e83584b8977696fcfd9092', '8bf3441df4b8e334dfe454aa4a2a918c', 'a054408a3ed8099ac60b4ee76f211965', '57cba08a13dbd6e4c8d190cb962c1697', '04a2f67338017ddcd1767acf9ff69a6a', 'a7e153984bddfc0186d7c3e67ed70a0b', '49ec2dd9e17228804aa3de4d4dc617d8', '13428231cbd0074b31fe7a74bfa10ac9']"
What types of financial compensation are available when property is taken by the government?,"['041708b80bf6abc370b5ac3704f009d0', 'c872f627570dbe45d74ace1020cd41a3', 'b6980152927f161123b5acac9c8ceff4', '870f1d82f21aeaf70985f9c44a7d5be4', '6f0d2534311d3633621733e55d2f2d38', 'adae604b4fd91ebc0f39064370765faf', '12f462eff47232827ba4bf51da32c32f', '0a0b1bc0d0f3965b9197c74558d59818', 'd8722ab9288dc7c61efea41239c7cfb8', '791031a5033d1a75634f784966457d98']"
Are there sufficient legal protections in place to ensure fair payment for seized properties?,"['142e7a6d5587362d882fc3c1bb9e3441', 'e0b76e242edb846bdf0c94df44a37be8', '55088204af02c1827cdf9e7c648957b3', '4522f3da57f795c44c95a31d0e65424c', '2ef3114fcc5dfb4904edb7d492a080de', '3db764c87a49f6045de94112561c1359', '652a2763c36346d589f34441c6c2fea6', '60cf90a4a7c7d3cb3f761a39cb60ab9d', 'd8e7ba040692b335f9b3d857c456634b', '4d8e8d7c47092dff60552115a90bf2ed']"
What are some government actions aimed at reducing greenhouse gas emissions?,"['504fa4eb8013d6a28b787f9c1a8f910a', 'ba8f94290fb1e7c5b9679bb7f5ba5435', 'cc4a883bd719526d41c57c920215b769', 'fa5401c9102c624b61bbc46f742feb38', 'daae8c69180ce2bd01778c73f4dcbd8e', '2bb20a4aacdd27eb93d4d089129e88e6', '3d5724f7294146c16951e2d14e2822be', '60b69c3f50cff2521c7da1c069ff8872', '66423bb1388a26a3da0a951dd29d5ae1', 'ec08c5d1320449e698b3558d37b666c8']"
How might government policies affect investment returns in the oil and gas sector?,"['8765e9054c74f3423f4dca7b005832b1', '60b69c3f50cff2521c7da1c069ff8872', 'ea4dd22b716af78b061fc81575c7fb29', 'a463e338b9bcbade57d6d4ed41a29b0d', '504fa4eb8013d6a28b787f9c1a8f910a', '2c20bebede173e2c0752ef0a62aa0aef', '2b9645ae3b2aac769ef49c142fe2ce74', 'c5ca02eb61234b9c7463f9960a9f00d0', 'cbff77c653b93446077ec9481246a2ad', 'e84c43868516d717df375612722ffed9']"
What are the main goals of reducing hydrocarbon demand?,"['ba8f94290fb1e7c5b9679bb7f5ba5435', '504fa4eb8013d6a28b787f9c1a8f910a', '60b69c3f50cff2521c7da1c069ff8872', '3d5724f7294146c16951e2d14e2822be', 'dabd0aaf4b47e183ea5872185a5f8035', '2c20bebede173e2c0752ef0a62aa0aef', 'e40aba58b530ac34d47455df081c8be3', '2bb20a4aacdd27eb93d4d089129e88e6', 'ec08c5d1320449e698b3558d37b666c8', '846798ebe9f6e1096baf86d08f911c03']"
How may greenhouse gas regulations or policies affect our compliance costs?,"['ba8f94290fb1e7c5b9679bb7f5ba5435', 'cc4a883bd719526d41c57c920215b769', '504fa4eb8013d6a28b787f9c1a8f910a', 'a463e338b9bcbade57d6d4ed41a29b0d', '1fbf778d62019eadf36d0077b4c47a75', '4522f3da57f795c44c95a31d0e65424c', 'e68b206269f6cbfb147181cef5f285f3', '652a2763c36346d589f34441c6c2fea6', '2ef3114fcc5dfb4904edb7d492a080de', 'ea4dd22b716af78b061fc81575c7fb29']"
