question,retrieved_ids
What types of employees are considered as regular employees by ExxonMobil?,"['9a1d6e98bb78a4f656e5f44162b48e98', 'c8fedaa94a66799b0efcfccf73213c8f', '046152a7e98f9fa3714ad3392808e602', 'f964093e1725783471849a32aae41a43', '79b61b7c99fd1e2543d7eb4171bfed31', 'acd9e530464193a1444cc9b6b3e3c7f3', 'f9cc0821eb6911315c5abe14e35d04cb', '1f86109886e62ad9945fa3fd49917396', 'bc4acfce6591c44d2959db6fba6432e9', 'a3ed6011c85f1ef157fe1b796765032d']"
What documents must ExxonMobil submit to the Securities Exchange Commission?,"['5f4ffe4a2c93b0f4890e026521f23303', '4d63a7225135075c3d8f125b1490b19e', '8a4eb7396a0ff4268c083c7f2b4e3e06', '10982f6a0008dfa086cd91f90df940e7', '4f26657a21944e4d6857b30607121db6', '15a8bacbc7bf52c5a741d14402072372', '07af953767dff2c699b3e7c150f1fe03', 'ac77a8f6fcb6dafb2aa48c6425d4e336', '6fc13d7013e58cdbd2be169fadf54ef3', '4b3c94c2d9c81e002a04b8d8356101c6']"
"Where can investors find information on ExxonMobil's Corporate Governance Guidelines, Code of Ethics and Business Conduct, and additional policies?","['5f4ffe4a2c93b0f4890e026521f23303', '4b3c94c2d9c81e002a04b8d8356101c6', '6fc13d7013e58cdbd2be169fadf54ef3', 'f964093e1725783471849a32aae41a43', 'be6198fe478023a55cef6015b4daf390', '4f26657a21944e4d6857b30607121db6', '4ae088ad24bd4ad15315c1d9aba324a0', '5fc8c2a4547e887d22372ddd6645c696', '672b1613e0b8cdb0ca60d3856bf1cc57', '07af953767dff2c699b3e7c150f1fe03']"
What are the main factors that affect ExxonMobil's operations and earnings?,"['b8e42aba704c7001783ec8d0cbd284c6', '2c20bebede173e2c0752ef0a62aa0aef', 'be6198fe478023a55cef6015b4daf390', '61b7094d8743b2de46a6e8bbafb89ee4', 'c1ef046ddc342fa7b8b455a076edee2f', '8765e9054c74f3423f4dca7b005832b1', '4ae088ad24bd4ad15315c1d9aba324a0', '82a2103ad5a65eb2510cfa0607faa12e', '5f4ffe4a2c93b0f4890e026521f23303', '8bf3441df4b8e334dfe454aa4a2a918c']"
How could a decline in oil or natural gas prices impact ExxonMobil?,"['2c20bebede173e2c0752ef0a62aa0aef', 'b8e42aba704c7001783ec8d0cbd284c6', 'e84c43868516d717df375612722ffed9', 'c3462e907c59462126c92f836ce8b469', '8bf3441df4b8e334dfe454aa4a2a918c', 'dfb272d94ff1701eef4afb1118d57780', '00f1cbd191e83584b8977696fcfd9092', '8765e9054c74f3423f4dca7b005832b1', 'ea4dd22b716af78b061fc81575c7fb29', 'a178ccd1e07c1e4ee2bfc5da18cbc73c']"
What factors can impact the demand for energy and petrochemicals?,"['dabd0aaf4b47e183ea5872185a5f8035', 'dfb272d94ff1701eef4afb1118d57780', '2c20bebede173e2c0752ef0a62aa0aef', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'ea4dd22b716af78b061fc81575c7fb29', 'a7e153984bddfc0186d7c3e67ed70a0b', 'cbff77c653b93446077ec9481246a2ad', '7a0cc2fcb3a3fadf44de876bb1684404', 'ba8f94290fb1e7c5b9679bb7f5ba5435', '60b69c3f50cff2521c7da1c069ff8872']"
What risks can affect ExxonMobil's business results?,"['b8e42aba704c7001783ec8d0cbd284c6', '61b7094d8743b2de46a6e8bbafb89ee4', '5f4ffe4a2c93b0f4890e026521f23303', '2c20bebede173e2c0752ef0a62aa0aef', '8765e9054c74f3423f4dca7b005832b1', '82a2103ad5a65eb2510cfa0607faa12e', '57cba08a13dbd6e4c8d190cb962c1697', '98081897b48e804bb2f4df7d294a7e26', 'dfb272d94ff1701eef4afb1118d57780', 'f34a22efdb467b02c6c0036587547170']"
What types of events have had significant impacts on regional and global markets?,"['20a4056515f7a535d60bff4eae6fce0a', 'ea4dd22b716af78b061fc81575c7fb29', '632975815aac1843979ae15b23609a79', 'ca67696214c6be286e3055115175212c', '24764730a8c8291b2f886bf29c51e22f', 'dfb272d94ff1701eef4afb1118d57780', '169ebd6d5e5244d02e1822f5bea2f31f', 'b8e42aba704c7001783ec8d0cbd284c6', '60b69c3f50cff2521c7da1c069ff8872', 'bcf5e8f9c3372b1c0f2f4837d9268d8f']"
How do governments typically respond to a major epidemic or pandemic?,"['20a4056515f7a535d60bff4eae6fce0a', '7a7da204e62b74192a817835343cb15e', '81365177c47233c6f58bd730317782c4', '24764730a8c8291b2f886bf29c51e22f', '1359d36e7db34a3bca32f7cc1c9bf148', '632975815aac1843979ae15b23609a79', 'dfb272d94ff1701eef4afb1118d57780', '33cad13931305e1019772429ec840200', '99fce582b9a2a745e6bc015a9f3426dc', 'f9cc9ef5d3fab4ef0ea0d9a600a7b16b']"
"What are some factors that can impact the demand for oil, gas, petrochemicals, or other products?","['dabd0aaf4b47e183ea5872185a5f8035', '2c20bebede173e2c0752ef0a62aa0aef', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'dfb272d94ff1701eef4afb1118d57780', 'ea4dd22b716af78b061fc81575c7fb29', '96e0ea765ce28d3b7d692f9f73f0e4ff', '8765e9054c74f3423f4dca7b005832b1', 'b8e42aba704c7001783ec8d0cbd284c6', 'a463e338b9bcbade57d6d4ed41a29b0d', 'e84c43868516d717df375612722ffed9']"
"What factors can affect the company's results related to oil, gas, petrochemicals, or other products?","['2c20bebede173e2c0752ef0a62aa0aef', 'dabd0aaf4b47e183ea5872185a5f8035', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'ac0c005576f6cee5b7c5e8813f200cf6', 'ea4dd22b716af78b061fc81575c7fb29', 'ec0ad254a194a160f6bf82cbb6b1aa83', '8765e9054c74f3423f4dca7b005832b1', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', 'b8e42aba704c7001783ec8d0cbd284c6', '96e0ea765ce28d3b7d692f9f73f0e4ff']"
What are some potential negative impacts that ExxonMobil's business results could face due to changes in the market?,"['b8e42aba704c7001783ec8d0cbd284c6', '2c20bebede173e2c0752ef0a62aa0aef', '61b7094d8743b2de46a6e8bbafb89ee4', 'a054408a3ed8099ac60b4ee76f211965', '82a2103ad5a65eb2510cfa0607faa12e', 'dfb272d94ff1701eef4afb1118d57780', '8765e9054c74f3423f4dca7b005832b1', '13428231cbd0074b31fe7a74bfa10ac9', '00f1cbd191e83584b8977696fcfd9092', '5f4ffe4a2c93b0f4890e026521f23303']"
How might market factors indirectly impact ExxonMobil's business results?,"['b8e42aba704c7001783ec8d0cbd284c6', '61b7094d8743b2de46a6e8bbafb89ee4', '2c20bebede173e2c0752ef0a62aa0aef', '8765e9054c74f3423f4dca7b005832b1', '13428231cbd0074b31fe7a74bfa10ac9', 'be6198fe478023a55cef6015b4daf390', 'a054408a3ed8099ac60b4ee76f211965', '82a2103ad5a65eb2510cfa0607faa12e', '4ae088ad24bd4ad15315c1d9aba324a0', '883568fa1c2bf3cbb5a0a4964e49516d']"
What are some potential risks to ExxonMobil's operations due to political or regulatory developments?,"['8765e9054c74f3423f4dca7b005832b1', '2c20bebede173e2c0752ef0a62aa0aef', 'dfb272d94ff1701eef4afb1118d57780', '841d54d4eebe059f9d97e02de6c6f2b7', 'bff547e49b901057869a3a31595bae67', 'b8e42aba704c7001783ec8d0cbd284c6', '5f4ffe4a2c93b0f4890e026521f23303', '8bf3441df4b8e334dfe454aa4a2a918c', '672b1613e0b8cdb0ca60d3856bf1cc57', 'a463e338b9bcbade57d6d4ed41a29b0d']"
How might government restrictions affect ExxonMobil's business operations?,"['8765e9054c74f3423f4dca7b005832b1', '2c20bebede173e2c0752ef0a62aa0aef', 'c5ca02eb61234b9c7463f9960a9f00d0', 'be6198fe478023a55cef6015b4daf390', 'b8e42aba704c7001783ec8d0cbd284c6', 'dfb272d94ff1701eef4afb1118d57780', 'a463e338b9bcbade57d6d4ed41a29b0d', '98081897b48e804bb2f4df7d294a7e26', '9a1d6e98bb78a4f656e5f44162b48e98', '61b7094d8743b2de46a6e8bbafb89ee4']"
What are the challenges that ExxonMobil faces due to doing business in countries with underdeveloped legal systems?,"['bff547e49b901057869a3a31595bae67', '8765e9054c74f3423f4dca7b005832b1', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', 'f34a22efdb467b02c6c0036587547170', '8bf3441df4b8e334dfe454aa4a2a918c', 'dd502c75e9733b4485bdf55ee8153b7b', '1fbf778d62019eadf36d0077b4c47a75', '223b018d4ceb94cfd3f0ec30affd85a5', '4ae088ad24bd4ad15315c1d9aba324a0', '672b1613e0b8cdb0ca60d3856bf1cc57']"
How does a lack of clear regulatory frameworks affect ExxonMobil's ability to enforce its contracts in certain countries?,"['bff547e49b901057869a3a31595bae67', '8765e9054c74f3423f4dca7b005832b1', 'f34a22efdb467b02c6c0036587547170', 'dfb272d94ff1701eef4afb1118d57780', '8bf3441df4b8e334dfe454aa4a2a918c', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', 'dd502c75e9733b4485bdf55ee8153b7b', 'c5ca02eb61234b9c7463f9960a9f00d0', '13428231cbd0074b31fe7a74bfa10ac9', '2c20bebede173e2c0752ef0a62aa0aef']"
What are the potential consequences for oil and gas operations if tax rates or government royalty claims increase?,"['a463e338b9bcbade57d6d4ed41a29b0d', '2c20bebede173e2c0752ef0a62aa0aef', 'e9760a4f47183801e5451a3e025fce9c', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', '6349a8d84644db939131774f444b2a69', 'ea4dd22b716af78b061fc81575c7fb29', '8765e9054c74f3423f4dca7b005832b1', 'ec0ad254a194a160f6bf82cbb6b1aa83', '96e0ea765ce28d3b7d692f9f73f0e4ff', '332985b304c9ceb45c46f92f7d7d4430']"
How might changes to environmental regulations affect the company's cost of operation or compliance?,"['a463e338b9bcbade57d6d4ed41a29b0d', 'e68b206269f6cbfb147181cef5f285f3', '2ef3114fcc5dfb4904edb7d492a080de', '4ad0e2bd3d02fbf84464285f148a419d', 'ec0ad254a194a160f6bf82cbb6b1aa83', 'ba8f94290fb1e7c5b9679bb7f5ba5435', 'f93a7e4c7d37c458f514aee337d04be8', '4522f3da57f795c44c95a31d0e65424c', '2c20bebede173e2c0752ef0a62aa0aef', '824031fed01cd1f260610ff5e5527049']"
What are some potential legal risks associated with estimating emissions?,"['951d70cd83557db80007dd31302dbec1', '1fbf778d62019eadf36d0077b4c47a75', 'aef8b52cffbc9d05ba1430a018fea8d0', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', 'f34a22efdb467b02c6c0036587547170', 'a463e338b9bcbade57d6d4ed41a29b0d', 'ba8f94290fb1e7c5b9679bb7f5ba5435', '4522f3da57f795c44c95a31d0e65424c', '89a50c80ec0fb47c6e2e0214e511af61', '0a0b1bc0d0f3965b9197c74558d59818']"
Can government actions impact a company's contracts and obligations?,"['4522f3da57f795c44c95a31d0e65424c', '652a2763c36346d589f34441c6c2fea6', 'e68b206269f6cbfb147181cef5f285f3', '4ad0e2bd3d02fbf84464285f148a419d', '1fbf778d62019eadf36d0077b4c47a75', 'a463e338b9bcbade57d6d4ed41a29b0d', '2ef3114fcc5dfb4904edb7d492a080de', '60cf90a4a7c7d3cb3f761a39cb60ab9d', 'f34a22efdb467b02c6c0036587547170', '2c6bb2b8097bc75b2d378066a873eb87']"
What are some potential risks associated with litigation against the company?,"['1fbf778d62019eadf36d0077b4c47a75', '4522f3da57f795c44c95a31d0e65424c', '17f144812aad5adc79263554ebfafe30', '4d8e8d7c47092dff60552115a90bf2ed', '223b018d4ceb94cfd3f0ec30affd85a5', 'd8e7ba040692b335f9b3d857c456634b', '7282a24d2cabdeec7c78365a4b706b50', 'd90dd128ed5437a1c05e13fa07ebc4f0', 'a75ac43e6a3e98d561eb290ab3dcb30d', 'f34a22efdb467b02c6c0036587547170']"
What could disrupt the successful operation of the company's facilities or projects?,"['45882364d7aab843ce0689b6866a185f', '9aba4d0c836036b3d9ae62b72ca26ee0', '146e4bbadbf200ece97de7fed572d3ee', '1fbf778d62019eadf36d0077b4c47a75', '98081897b48e804bb2f4df7d294a7e26', 'dd874653abf1e53d348fe7c76f1771a4', '7b1d74d4d80d3a382dbc484a8522e625', '424d5cf040ab75164420210861abeb3c', 'a75ac43e6a3e98d561eb290ab3dcb30d', '7ebbdbb91b1230f83e216a7df95b5b78']"
What are net-zero scenarios and why are countries adopting them?,"['daae8c69180ce2bd01778c73f4dcbd8e', 'a996d8b78cc68be875cc8fb4a37c1c38', 'cc4a883bd719526d41c57c920215b769', 'e5b858bc754bf61e4aec5c1684d795da', '0b22613b1119a4b626f64c411d591b57', '841d54d4eebe059f9d97e02de6c6f2b7', '4dd94674b9af08dd9c5e84cf3df2fdc8', '3d10f2d0025c720345e1a1fce90114af', '60b69c3f50cff2521c7da1c069ff8872', 'a7e153984bddfc0186d7c3e67ed70a0b']"
What does it mean for a company to achieve net-zero emissions?,"['3d5724f7294146c16951e2d14e2822be', 'daae8c69180ce2bd01778c73f4dcbd8e', '49ec2dd9e17228804aa3de4d4dc617d8', 'fa5401c9102c624b61bbc46f742feb38', '841d54d4eebe059f9d97e02de6c6f2b7', '32e45deda3dc035194831069cd450937', 'cc4a883bd719526d41c57c920215b769', '2bb20a4aacdd27eb93d4d089129e88e6', '4261b28a1feece4b067ba0974afddbbe', '3d10f2d0025c720345e1a1fce90114af']"
What are some risks associated with ExxonMobil's transition strategy?,"['841d54d4eebe059f9d97e02de6c6f2b7', '57cba08a13dbd6e4c8d190cb962c1697', '8bf3441df4b8e334dfe454aa4a2a918c', 'a996d8b78cc68be875cc8fb4a37c1c38', '0b22613b1119a4b626f64c411d591b57', '672b1613e0b8cdb0ca60d3856bf1cc57', 'b8e42aba704c7001783ec8d0cbd284c6', '98081897b48e804bb2f4df7d294a7e26', '00f1cbd191e83584b8977696fcfd9092', '61b7094d8743b2de46a6e8bbafb89ee4']"
How does ExxonMobil plan to capitalize on its competitive strengths during the energy transition?,"['841d54d4eebe059f9d97e02de6c6f2b7', '672b1613e0b8cdb0ca60d3856bf1cc57', '00f1cbd191e83584b8977696fcfd9092', '2c151bb934c7264650595d1ece8e4343', '8bf3441df4b8e334dfe454aa4a2a918c', 'a054408a3ed8099ac60b4ee76f211965', '57cba08a13dbd6e4c8d190cb962c1697', 'cbff77c653b93446077ec9481246a2ad', '04a2f67338017ddcd1767acf9ff69a6a', 'a7e153984bddfc0186d7c3e67ed70a0b']"
What legal consequences can result from expropriation or other takings?,"['142e7a6d5587362d882fc3c1bb9e3441', 'f34a22efdb467b02c6c0036587547170', 'c1282bc1a6af57e14c41db0483b5a31d', 'e90c775b19aa542a29c8f49fd8159bb1', 'ac4c11e8e275d9a1ff9ecd4adf2fa595', '8f07fbf03edf917aa173e3cdeed4167f', 'bf429cffbb768b259bdf8f47cd267009', 'a05a6ab868ae6f644854a709a5662ccf', '660070dd26c0ac68aebb855366702182', 'a4a82b934e36ac7ae636ae2632976700']"
Are there sufficient compensation options for property taken through expropriation or other means?,"['142e7a6d5587362d882fc3c1bb9e3441', 'f34a22efdb467b02c6c0036587547170', '4493533092ee332d1a1acd8252ec5b90', '26d81f4af0204ad7a48e603d6327a6f7', 'e6914ad11de50628564635e359345e95', '46213266ec72aa3475064bdb5afc9e2b', '7b9c371db1e711500162057584dbc605', '7282a24d2cabdeec7c78365a4b706b50', 'ba23d1f8615a0b4073ca473b2b2fe0b5', 'ffe834c86c977a108cfdb3d48172dd6e']"
What are some government actions to reduce greenhouse gas emissions?,"['504fa4eb8013d6a28b787f9c1a8f910a', 'ba8f94290fb1e7c5b9679bb7f5ba5435', 'cc4a883bd719526d41c57c920215b769', 'fa5401c9102c624b61bbc46f742feb38', 'daae8c69180ce2bd01778c73f4dcbd8e', '2bb20a4aacdd27eb93d4d089129e88e6', '60b69c3f50cff2521c7da1c069ff8872', 'ec08c5d1320449e698b3558d37b666c8', '66423bb1388a26a3da0a951dd29d5ae1', 'e40aba58b530ac34d47455df081c8be3']"
How might government policies affect the oil and gas sector?,"['8765e9054c74f3423f4dca7b005832b1', '60b69c3f50cff2521c7da1c069ff8872', 'ea4dd22b716af78b061fc81575c7fb29', 'a463e338b9bcbade57d6d4ed41a29b0d', '2c20bebede173e2c0752ef0a62aa0aef', '504fa4eb8013d6a28b787f9c1a8f910a', 'dfb272d94ff1701eef4afb1118d57780', 'c5ca02eb61234b9c7463f9960a9f00d0', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'cbff77c653b93446077ec9481246a2ad']"
